dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_synthetic_0_0,0,0.136387,0.139353,2.347172,2.33845
fedprox_synthetic_0_0,1,0.368534,0.358974,1.732547,1.718929
fedprox_synthetic_0_0,2,0.600681,0.596433,1.361321,1.345485
fedprox_synthetic_0_0,3,0.602448,0.587514,1.331456,1.317124
fedprox_synthetic_0_0,4,0.676129,0.680045,1.146547,1.127357
fedprox_synthetic_0_0,5,0.662629,0.668896,1.070761,1.048177
fedprox_synthetic_0_0,6,0.692152,0.694537,1.000009,0.972066
fedprox_synthetic_0_0,7,0.685718,0.690078,0.970879,0.940183
fedprox_synthetic_0_0,8,0.691395,0.691193,0.947531,0.912919
fedprox_synthetic_0_0,9,0.709185,0.712375,0.906887,0.870067
fedprox_synthetic_0_0,10,0.751072,0.758082,0.854191,0.815929
fedprox_synthetic_0_0,11,0.757633,0.767001,0.8425,0.801351
fedprox_synthetic_0_0,12,0.763815,0.77592,0.823664,0.781721
fedprox_synthetic_0_0,13,0.764446,0.772575,0.742618,0.701437
fedprox_synthetic_0_0,14,0.766212,0.777035,0.692064,0.653133
fedprox_synthetic_0_0,15,0.778577,0.788183,0.664486,0.627421
fedprox_synthetic_0_0,16,0.778577,0.790412,0.655406,0.622351
fedprox_synthetic_0_0,17,0.77681,0.793757,0.660149,0.633305
fedprox_synthetic_0_0,18,0.77681,0.783724,0.681585,0.659831
fedprox_synthetic_0_0,19,0.775044,0.781494,0.685808,0.663181
fedprox_synthetic_0_0,20,0.777063,0.787068,0.659828,0.637284
fedprox_synthetic_0_0,21,0.775675,0.784838,0.64533,0.620554
fedprox_synthetic_0_0,22,0.777946,0.787068,0.628201,0.603276
fedprox_synthetic_0_0,23,0.777946,0.788183,0.615448,0.589798
fedprox_synthetic_0_0,24,0.778451,0.789298,0.608717,0.584012
fedprox_synthetic_0_0,25,0.777315,0.791527,0.601346,0.576938
fedprox_synthetic_0_0,26,0.779965,0.788183,0.583673,0.557276
fedprox_synthetic_0_0,27,0.781353,0.788183,0.578742,0.552374
fedprox_synthetic_0_0,28,0.785516,0.791527,0.5735,0.546181
fedprox_synthetic_0_0,29,0.788166,0.794872,0.570329,0.543816
fedprox_synthetic_0_0,30,0.792329,0.794872,0.570418,0.544436
fedprox_synthetic_0_0,31,0.789553,0.789298,0.571833,0.545245
fedprox_synthetic_0_0,32,0.789806,0.789298,0.571512,0.545301
fedprox_synthetic_0_0,33,0.788923,0.790412,0.571094,0.545166
fedprox_synthetic_0_0,34,0.789175,0.793757,0.564771,0.540622
fedprox_synthetic_0_0,35,0.789932,0.795987,0.561221,0.535924
fedprox_synthetic_0_0,36,0.78968,0.797101,0.558742,0.532687
fedprox_synthetic_0_0,37,0.791067,0.800446,0.554272,0.527674
fedprox_synthetic_0_0,38,0.792455,0.80379,0.552578,0.525569
fedprox_synthetic_0_0,39,0.793338,0.807135,0.558843,0.531983
fedprox_synthetic_0_0,40,0.791194,0.807135,0.575744,0.549528
fedprox_synthetic_0_0,41,0.791572,0.807135,0.58188,0.556187
fedprox_synthetic_0_0,42,0.792455,0.809365,0.574643,0.548537
fedprox_synthetic_0_0,43,0.793086,0.807135,0.561791,0.533449
fedprox_synthetic_0_0,44,0.794222,0.809365,0.555072,0.525082
fedprox_synthetic_0_0,45,0.792834,0.809365,0.548951,0.519845
fedprox_synthetic_0_0,46,0.79296,0.798216,0.545483,0.518929
fedprox_synthetic_0_0,47,0.791951,0.801561,0.544755,0.520889
fedprox_synthetic_0_0,48,0.792834,0.799331,0.547958,0.5269
fedprox_synthetic_0_0,49,0.795862,0.802676,0.545896,0.525675
