dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_synthetic_1_1,0,0.103646,0.104244,4.138605,4.030004
fedprox_synthetic_1_1,1,0.102813,0.104244,4.888873,4.778078
fedprox_synthetic_1_1,2,0.129792,0.128229,4.155544,4.08393
fedprox_synthetic_1_1,3,0.147708,0.148524,3.767863,3.70056
fedprox_synthetic_1_1,4,0.437708,0.427122,45.992523,47.255137
fedprox_synthetic_1_1,5,0.367292,0.396679,40.053102,41.087977
fedprox_synthetic_1_1,6,0.509479,0.487085,22.824955,24.68396
fedprox_synthetic_1_1,7,0.471979,0.48893,22.348225,24.029998
fedprox_synthetic_1_1,8,0.415729,0.422509,22.980515,24.29899
fedprox_synthetic_1_1,9,0.5525,0.528598,22.896363,24.057271
fedprox_synthetic_1_1,10,0.454896,0.46679,27.092822,27.860759
fedprox_synthetic_1_1,11,0.538229,0.54059,21.006665,23.231619
fedprox_synthetic_1_1,12,0.506354,0.49631,41.365883,45.777198
fedprox_synthetic_1_1,13,0.443125,0.446494,40.512005,44.570737
fedprox_synthetic_1_1,14,0.476354,0.450185,36.336162,40.521329
fedprox_synthetic_1_1,15,0.51,0.484317,24.209236,27.852349
fedprox_synthetic_1_1,16,0.553438,0.539668,36.898522,40.119771
fedprox_synthetic_1_1,17,0.518437,0.510148,33.415101,36.9269
fedprox_synthetic_1_1,18,0.542396,0.52583,49.52554,55.298121
fedprox_synthetic_1_1,19,0.495208,0.5,46.480043,51.967159
fedprox_synthetic_1_1,20,0.422187,0.423432,39.935026,45.155681
fedprox_synthetic_1_1,21,0.591979,0.565498,25.12194,31.148836
fedprox_synthetic_1_1,22,0.542917,0.506458,34.247556,40.579382
fedprox_synthetic_1_1,23,0.541354,0.50369,35.643383,41.77098
fedprox_synthetic_1_1,24,0.534062,0.5,39.666287,46.318639
fedprox_synthetic_1_1,25,0.522708,0.49631,105.364143,114.296507
fedprox_synthetic_1_1,26,0.465208,0.440959,100.603698,109.590357
fedprox_synthetic_1_1,27,0.467083,0.442804,97.216411,105.967271
fedprox_synthetic_1_1,28,0.472604,0.450185,86.373012,94.755598
fedprox_synthetic_1_1,29,0.560625,0.551661,33.58023,33.700766
fedprox_synthetic_1_1,30,0.525104,0.506458,39.074534,39.787667
fedprox_synthetic_1_1,31,0.510729,0.504613,59.566691,59.706215
fedprox_synthetic_1_1,32,0.448646,0.464945,120.542562,121.641786
fedprox_synthetic_1_1,33,0.394479,0.416052,114.038375,113.849939
fedprox_synthetic_1_1,34,0.409062,0.425277,106.959054,107.105681
fedprox_synthetic_1_1,35,0.439583,0.450185,92.448617,92.871354
