dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_synthetic_0_0,0,0.131592,0.141583,2.339389,2.332077
fedprox_synthetic_0_0,1,0.367903,0.365663,1.822193,1.810471
fedprox_synthetic_0_0,2,0.556775,0.542921,1.585602,1.578645
fedprox_synthetic_0_0,3,0.556775,0.535117,1.558126,1.553409
fedprox_synthetic_0_0,4,0.645975,0.652174,1.207233,1.193726
fedprox_synthetic_0_0,5,0.6432,0.652174,1.104937,1.084216
fedprox_synthetic_0_0,6,0.664774,0.671126,1.012552,0.983906
fedprox_synthetic_0_0,7,0.67083,0.671126,0.975647,0.944226
fedprox_synthetic_0_0,8,0.697325,0.694537,0.989753,0.954746
fedprox_synthetic_0_0,9,0.697451,0.700111,0.925746,0.887721
fedprox_synthetic_0_0,10,0.726218,0.735786,0.866835,0.827485
fedprox_synthetic_0_0,11,0.722937,0.740245,0.860663,0.817975
fedprox_synthetic_0_0,12,0.740979,0.754738,0.827464,0.783467
fedprox_synthetic_0_0,13,0.747287,0.768116,0.729647,0.689178
fedprox_synthetic_0_0,14,0.772395,0.792642,0.674659,0.641141
fedprox_synthetic_0_0,15,0.771385,0.784838,0.681033,0.656523
fedprox_synthetic_0_0,16,0.768231,0.774805,0.724698,0.711297
fedprox_synthetic_0_0,17,0.762806,0.765886,0.75073,0.75101
fedprox_synthetic_0_0,18,0.763058,0.767001,0.787024,0.796118
fedprox_synthetic_0_0,19,0.765077,0.770346,0.762271,0.769585
fedprox_synthetic_0_0,20,0.773656,0.778149,0.708471,0.713478
fedprox_synthetic_0_0,21,0.77618,0.795987,0.688298,0.683481
fedprox_synthetic_0_0,22,0.773656,0.792642,0.671184,0.661606
fedprox_synthetic_0_0,23,0.770754,0.789298,0.650545,0.637896
fedprox_synthetic_0_0,24,0.769367,0.788183,0.639939,0.626426
fedprox_synthetic_0_0,25,0.773909,0.794872,0.633337,0.611708
fedprox_synthetic_0_0,26,0.781605,0.799331,0.614936,0.58514
fedprox_synthetic_0_0,27,0.786399,0.798216,0.611408,0.579019
fedprox_synthetic_0_0,28,0.787535,0.800446,0.603235,0.569328
fedprox_synthetic_0_0,29,0.787535,0.793757,0.598469,0.564727
fedprox_synthetic_0_0,30,0.785264,0.790412,0.600925,0.565834
fedprox_synthetic_0_0,31,0.779082,0.787068,0.610538,0.572438
fedprox_synthetic_0_0,32,0.777315,0.784838,0.614531,0.576354
fedprox_synthetic_0_0,33,0.777441,0.781494,0.617503,0.580219
fedprox_synthetic_0_0,34,0.772521,0.781494,0.626998,0.595327
fedprox_synthetic_0_0,35,0.774161,0.782609,0.629755,0.595676
fedprox_synthetic_0_0,36,0.773025,0.781494,0.633001,0.599685
fedprox_synthetic_0_0,37,0.773152,0.782609,0.614976,0.581983
fedprox_synthetic_0_0,38,0.776432,0.783724,0.602746,0.573402
fedprox_synthetic_0_0,39,0.777063,0.793757,0.627987,0.60328
fedprox_synthetic_0_0,40,0.774413,0.785953,0.700412,0.684876
fedprox_synthetic_0_0,41,0.773278,0.788183,0.721748,0.70666
fedprox_synthetic_0_0,42,0.772268,0.779264,0.733643,0.722689
fedprox_synthetic_0_0,43,0.775296,0.779264,0.71865,0.706557
fedprox_synthetic_0_0,44,0.778451,0.783724,0.703385,0.690189
fedprox_synthetic_0_0,45,0.770502,0.778149,0.695233,0.689114
fedprox_synthetic_0_0,46,0.762554,0.764771,0.679945,0.681956
fedprox_synthetic_0_0,47,0.763941,0.767001,0.68828,0.699835
fedprox_synthetic_0_0,48,0.768736,0.769231,0.719843,0.738725
fedprox_synthetic_0_0,49,0.784254,0.792642,0.700344,0.716569
