dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_synthetic_0_0,0,0.139036,0.154961,2.382829,2.37181
fedprox_synthetic_0_0,1,0.345824,0.347826,1.771406,1.757726
fedprox_synthetic_0_0,2,0.586929,0.594203,1.396708,1.380645
fedprox_synthetic_0_0,3,0.594751,0.598662,1.374209,1.358964
fedprox_synthetic_0_0,4,0.645218,0.662207,1.258006,1.239638
fedprox_synthetic_0_0,5,0.669569,0.685619,1.174287,1.153687
fedprox_synthetic_0_0,6,0.68761,0.702341,1.11646,1.092659
fedprox_synthetic_0_0,7,0.694802,0.71126,1.078399,1.053035
fedprox_synthetic_0_0,8,0.704391,0.716834,0.99698,0.968572
fedprox_synthetic_0_0,9,0.707166,0.723523,0.972567,0.942637
fedprox_synthetic_0_0,10,0.728362,0.744705,0.926329,0.894815
fedprox_synthetic_0_0,11,0.757381,0.77146,0.893546,0.859906
fedprox_synthetic_0_0,12,0.76167,0.77369,0.883799,0.849682
fedprox_synthetic_0_0,13,0.768988,0.77369,0.821581,0.786023
fedprox_synthetic_0_0,14,0.768736,0.77146,0.783817,0.747859
fedprox_synthetic_0_0,15,0.766969,0.769231,0.757137,0.720166
fedprox_synthetic_0_0,16,0.767348,0.769231,0.731913,0.694673
fedprox_synthetic_0_0,17,0.774287,0.777035,0.712026,0.675043
fedprox_synthetic_0_0,18,0.776558,0.780379,0.701223,0.664327
fedprox_synthetic_0_0,19,0.776558,0.781494,0.691675,0.653303
fedprox_synthetic_0_0,20,0.777946,0.787068,0.690477,0.651836
fedprox_synthetic_0_0,21,0.777063,0.782609,0.682993,0.64407
fedprox_synthetic_0_0,22,0.778072,0.784838,0.678958,0.64054
fedprox_synthetic_0_0,23,0.778325,0.783724,0.67453,0.635526
fedprox_synthetic_0_0,24,0.777567,0.781494,0.671699,0.633324
fedprox_synthetic_0_0,25,0.778198,0.784838,0.663959,0.626341
fedprox_synthetic_0_0,26,0.778577,0.785953,0.655545,0.617684
fedprox_synthetic_0_0,27,0.779839,0.789298,0.651442,0.613996
fedprox_synthetic_0_0,28,0.779965,0.787068,0.647186,0.609479
fedprox_synthetic_0_0,29,0.780596,0.787068,0.644546,0.607499
fedprox_synthetic_0_0,30,0.783245,0.788183,0.638013,0.60211
fedprox_synthetic_0_0,31,0.785264,0.791527,0.634642,0.598896
fedprox_synthetic_0_0,32,0.786778,0.794872,0.632061,0.596562
fedprox_synthetic_0_0,33,0.787156,0.795987,0.629963,0.594483
fedprox_synthetic_0_0,34,0.787409,0.792642,0.62632,0.591464
fedprox_synthetic_0_0,35,0.787409,0.792642,0.623878,0.588608
fedprox_synthetic_0_0,36,0.786778,0.792642,0.620807,0.585229
fedprox_synthetic_0_0,37,0.786273,0.792642,0.618786,0.583384
fedprox_synthetic_0_0,38,0.785895,0.791527,0.615843,0.580601
fedprox_synthetic_0_0,39,0.786399,0.791527,0.612559,0.577622
fedprox_synthetic_0_0,40,0.786399,0.789298,0.608791,0.574154
fedprox_synthetic_0_0,41,0.785895,0.790412,0.607221,0.57282
fedprox_synthetic_0_0,42,0.786147,0.790412,0.604252,0.570326
fedprox_synthetic_0_0,43,0.786021,0.793757,0.601873,0.567843
fedprox_synthetic_0_0,44,0.786273,0.793757,0.599801,0.56537
fedprox_synthetic_0_0,45,0.787282,0.792642,0.596651,0.562457
fedprox_synthetic_0_0,46,0.787282,0.791527,0.593231,0.559638
fedprox_synthetic_0_0,47,0.787535,0.789298,0.590459,0.556974
fedprox_synthetic_0_0,48,0.788166,0.790412,0.588667,0.555533
fedprox_synthetic_0_0,49,0.788418,0.790412,0.587714,0.554967
