dataset,round,train_accuracy,test_accuracy,train_loss,test_loss
fedprox_synthetic_0.5_0.5,0,0.43137,0.446272,1.636852,1.651903
fedprox_synthetic_0.5_0.5,1,0.424303,0.419956,2.438729,2.472948
fedprox_synthetic_0.5_0.5,2,0.427526,0.422149,2.378216,2.410875
fedprox_synthetic_0.5_0.5,3,0.43385,0.446272,1.91215,1.950645
fedprox_synthetic_0.5_0.5,4,0.416987,0.419956,1.842514,1.88722
fedprox_synthetic_0.5_0.5,5,0.443893,0.444079,1.720486,1.766323
fedprox_synthetic_0.5_0.5,6,0.447365,0.432018,1.675715,1.725921
fedprox_synthetic_0.5_0.5,7,0.425542,0.399123,1.650606,1.704019
fedprox_synthetic_0.5_0.5,8,0.381153,0.351974,1.656489,1.711812
fedprox_synthetic_0.5_0.5,9,0.351519,0.33114,1.646789,1.70408
fedprox_synthetic_0.5_0.5,10,0.735276,0.737939,0.90486,0.974053
fedprox_synthetic_0.5_0.5,11,0.734036,0.736842,0.912815,0.981247
fedprox_synthetic_0.5_0.5,12,0.733788,0.746711,0.920672,0.985859
fedprox_synthetic_0.5_0.5,13,0.735152,0.740132,0.936286,0.99058
fedprox_synthetic_0.5_0.5,14,0.734656,0.741228,0.979348,1.02519
fedprox_synthetic_0.5_0.5,15,0.723993,0.733553,0.917117,0.989003
fedprox_synthetic_0.5_0.5,16,0.720273,0.723684,1.020608,1.112056
fedprox_synthetic_0.5_0.5,17,0.720521,0.723684,0.990774,1.045755
fedprox_synthetic_0.5_0.5,18,0.708865,0.721491,0.990339,1.048066
fedprox_synthetic_0.5_0.5,19,0.708369,0.722588,0.982251,1.039012
fedprox_synthetic_0.5_0.5,20,0.708122,0.723684,0.968056,1.023814
fedprox_synthetic_0.5_0.5,21,0.709361,0.724781,0.946178,0.996565
fedprox_synthetic_0.5_0.5,22,0.69845,0.701754,0.949455,1.0031
fedprox_synthetic_0.5_0.5,23,0.689771,0.694079,0.940222,0.992919
fedprox_synthetic_0.5_0.5,24,0.687167,0.679825,0.94196,0.994736
fedprox_synthetic_0.5_0.5,25,0.718413,0.73136,0.859292,0.881819
fedprox_synthetic_0.5_0.5,26,0.716429,0.730263,0.881411,0.905029
fedprox_synthetic_0.5_0.5,27,0.719157,0.732456,0.889399,0.910124
fedprox_synthetic_0.5_0.5,28,0.718289,0.736842,0.905022,0.923248
fedprox_synthetic_0.5_0.5,29,0.722257,0.744518,1.026158,1.005832
fedprox_synthetic_0.5_0.5,30,0.722877,0.741228,0.990592,0.967646
fedprox_synthetic_0.5_0.5,31,0.724737,0.744518,0.965045,0.941724
fedprox_synthetic_0.5_0.5,32,0.727216,0.747807,0.880651,0.851503
fedprox_synthetic_0.5_0.5,33,0.727092,0.746711,0.88097,0.85217
fedprox_synthetic_0.5_0.5,34,0.702542,0.725877,1.083598,1.060668
fedprox_synthetic_0.5_0.5,35,0.671792,0.699561,1.381655,1.371813
fedprox_synthetic_0.5_0.5,36,0.665592,0.6875,1.378788,1.376884
fedprox_synthetic_0.5_0.5,37,0.69349,0.708333,1.346652,1.402433
fedprox_synthetic_0.5_0.5,38,0.699442,0.708333,1.285581,1.339892
fedprox_synthetic_0.5_0.5,39,0.713081,0.725877,1.230131,1.278744
fedprox_synthetic_0.5_0.5,40,0.731184,0.741228,1.197292,1.240766
fedprox_synthetic_0.5_0.5,41,0.737508,0.744518,1.211025,1.249591
fedprox_synthetic_0.5_0.5,42,0.737632,0.745614,1.234951,1.270338
fedprox_synthetic_0.5_0.5,43,0.733788,0.739035,1.262737,1.297214
fedprox_synthetic_0.5_0.5,44,0.66646,0.66557,1.395175,1.425369
fedprox_synthetic_0.5_0.5,45,0.581649,0.580044,1.498639,1.526376
fedprox_synthetic_0.5_0.5,46,0.446001,0.442982,1.719777,1.743727
fedprox_synthetic_0.5_0.5,47,0.39752,0.399123,1.891254,1.912365
fedprox_synthetic_0.5_0.5,48,0.753999,0.766447,0.88406,0.910375
fedprox_synthetic_0.5_0.5,49,0.720149,0.735746,1.059265,1.083804
